study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Badian1994	all	12	NA	age	12	NA	NA	28.0	NA	NA	NA	20.0	40.0	year	NA
Badian1994	all	12	NA	weight	12	NA	NA	78.0	NA	NA	NA	72.0	88.0	kg	NA
Badian1994	all	12	NA	height	12	NA	NA	184.0	NA	NA	NA	172.0	199.0	cm	NA
Badian1994	all	12	NA	ethnicity	12	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Badian1994	all	12	NA	sex	12	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Badian1994	all	12	NA	healthy	12	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Badian1994	all	12	NA	fasting	12	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Badian1994	all	12	NA	species	12	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
