run	success	duration	cost	ftissue_gli	Kp_gli	GU__GLIABS_k	GU__MREABS_k	GU__MEXC_k	LI__GLI2M1_Vmax	LI__M1EX_k	LI__M12M2_k	LI__M2EX_k	KI__M1EX_k	KI__M2EX_k	message	x	x0
1	True	85.4803237915039	107.19454816863158	0.000728444815742882	10.000000000000005	0.015936442304890042	0.015450891801745744	0.0001855271884351599	5.337775476882229e-05	0.07745872622357679	0.014780248949875894	99.99999999999994	0.14784576926309015	0.09777083810853925	`xtol` termination condition is satisfied.	"[7.28444816e-04 1.00000000e+01 1.59364423e-02 1.54508918e-02
 1.85527188e-04 5.33777548e-05 7.74587262e-02 1.47802489e-02
 1.00000000e+02 1.47845769e-01 9.77708381e-02]"	"[3.53696465e-01 2.52978662e+02 5.84022188e-03 7.71038350e-03
 1.10673167e-04 4.29991199e-06 2.91854659e-01 2.95365853e-02
 1.94958908e+01 1.19111226e-04 2.95204282e-03]"
2	True	31.2086398601532	107.1945754283543	0.0007284910886902617	10.000058459564949	0.015934187900318208	0.015445301036498119	0.00018548197732331425	5.337675776419337e-05	0.07743221845139099	0.01477472371409566	99.99999209847118	0.14779163324189556	0.0977702990810638	`xtol` termination condition is satisfied.	"[7.28491089e-04 1.00000585e+01 1.59341879e-02 1.54453010e-02
 1.85481977e-04 5.33767578e-05 7.74322185e-02 1.47747237e-02
 9.99999921e+01 1.47791633e-01 9.77702991e-02]"	"[3.13118986e-02 1.36922765e+01 8.62199928e-03 9.57938352e-03
 8.39725090e-01 2.94173112e-05 2.72835556e-03 5.18083274e+01
 4.95804241e-02 1.61873802e-03 3.73840118e-04]"
6	True	61.37741756439209	107.19490949227095	0.0007287239470769636	10.000032501394042	0.01593656516280535	0.015440257027386611	0.00018545479680564958	5.337221961099623e-05	0.077475027220747	0.014777798529860097	99.99999999994135	0.1478073251917344	0.09775707366328161	`xtol` termination condition is satisfied.	"[7.28723947e-04 1.00000325e+01 1.59365652e-02 1.54402570e-02
 1.85454797e-04 5.33722196e-05 7.74750272e-02 1.47777985e-02
 1.00000000e+02 1.47807325e-01 9.77570737e-02]"	"[1.72252768e-02 5.25646118e+01 2.40184145e-04 6.21066251e-04
 1.43582828e-04 6.05005228e-07 1.20261596e-02 3.73865926e-02
 4.19806742e-01 3.92329476e-03 1.01203438e-04]"
0	True	35.40325856208801	107.43161031695583	0.0008116573963421265	10.001348761616907	0.016115596899396893	0.012843799118407693	0.9211175928294366	5.1583498779963394e-05	0.075936416746303	0.014362544710850238	99.99273402952471	0.14729870239634843	0.09330255402424961	`xtol` termination condition is satisfied.	"[8.11657396e-04 1.00013488e+01 1.61155969e-02 1.28437991e-02
 9.21117593e-01 5.15834988e-05 7.59364167e-02 1.43625447e-02
 9.99927340e+01 1.47298702e-01 9.33025540e-02]"	"[1.11240103e-03 2.34004442e+01 2.90655848e-01 1.82851932e-03
 7.28978796e-01 1.43654983e-03 2.91381044e-02 1.57699082e-03
 1.42232802e-01 3.45657297e-04 1.81242412e-04]"
4	True	24.42320418357849	107.6427678622911	0.00031248333437213286	22.775907611252347	0.01567349251595824	0.012599098717164676	0.37438672687395597	5.193670449033064e-05	0.07463213280362917	0.014272106630624535	99.97034487427152	0.15171107748892015	0.1004181321235916	`xtol` termination condition is satisfied.	"[3.12483334e-04 2.27759076e+01 1.56734925e-02 1.25990987e-02
 3.74386727e-01 5.19367045e-05 7.46321328e-02 1.42721066e-02
 9.99703449e+01 1.51711077e-01 1.00418132e-01]"	"[1.94870335e-03 6.62622992e+01 6.35629567e-04 2.16092536e-02
 1.30435278e-01 1.39729462e-07 6.07793395e-02 2.40858251e-03
 2.70558680e-01 7.12798450e-03 5.28609878e-04]"
7	True	43.3399133682251	107.64831499074133	0.0002951604881909586	24.03286858506008	0.015643993566747196	0.012564825570134018	0.4557210420874392	5.19422959966097e-05	0.07480424299660247	0.014283814960025022	58.39035437409486	0.1521463704460254	0.10112905716060096	`xtol` termination condition is satisfied.	"[2.95160488e-04 2.40328686e+01 1.56439936e-02 1.25648256e-02
 4.55721042e-01 5.19422960e-05 7.48042430e-02 1.42838150e-02
 5.83903544e+01 1.52146370e-01 1.01129057e-01]"	"[2.34330419e-04 2.58191929e+01 7.51467232e-04 1.09130033e-02
 2.42825562e-04 5.44980138e-05 7.14120361e-01 1.82538167e-01
 1.82058477e+00 7.12649015e-01 3.66306489e-04]"
8	True	42.11932110786438	107.65199812728879	0.0002931957460247272	24.164042905402606	0.015643070587618407	0.012548633904051004	0.017791282373555033	5.194143616136325e-05	0.07455704704358644	0.014261635799746599	70.47609192142762	0.15203572392815426	0.10117113427766893	`xtol` termination condition is satisfied.	"[2.93195746e-04 2.41640429e+01 1.56430706e-02 1.25486339e-02
 1.77912824e-02 5.19414362e-05 7.45570470e-02 1.42616358e-02
 7.04760919e+01 1.52035724e-01 1.01171134e-01]"	"[2.85205075e-02 3.76515930e+02 4.92110141e-02 3.22840826e-02
 5.60156439e-04 6.34176274e-03 4.59434293e-02 2.11328789e-02
 1.06239403e+01 1.55638071e-01 9.51433655e-04]"
9	True	24.668262481689453	107.65388568451297	0.0002770775349598457	25.428885467414144	0.015614912657533604	0.01253593725238986	0.005866014175180394	5.2028949407096225e-05	0.07490419049928075	0.014315185544025137	99.623221306527	0.15247720248244298	0.10156165163043988	`xtol` termination condition is satisfied.	"[2.77077535e-04 2.54288855e+01 1.56149127e-02 1.25359373e-02
 5.86601418e-03 5.20289494e-05 7.49041905e-02 1.43151855e-02
 9.96232213e+01 1.52477202e-01 1.01561652e-01]"	"[3.41212235e-04 3.07996138e+01 9.45922932e-03 1.64468312e-03
 9.68676148e-04 1.62930722e-05 3.12246222e-01 4.08634360e-03
 2.36631687e+01 1.67099058e-01 1.70484715e-01]"
5	True	40.48079967498779	107.65453174229688	0.0002857438819391474	24.7267205661688	0.015629166901925996	0.012547594290956612	0.0029323198463626567	5.1970247465204496e-05	0.07451552574991833	0.014259332426087635	99.33805117260243	0.15216616989077925	0.10147198704654685	`xtol` termination condition is satisfied.	"[2.85743882e-04 2.47267206e+01 1.56291669e-02 1.25475943e-02
 2.93231985e-03 5.19702475e-05 7.45155257e-02 1.42593324e-02
 9.93380512e+01 1.52166170e-01 1.01471987e-01]"	"[1.57735981e-03 1.04538853e+02 5.10642174e-03 1.84036345e-02
 1.07024063e-04 2.19741483e-03 1.44175322e-03 1.66120573e-03
 1.19399345e+01 1.47927092e-04 9.73548008e-02]"
3	True	44.04402828216553	107.65771807495297	0.0002666936025817246	26.31896757167395	0.015605621930711203	0.01253719939164396	0.2056483809943343	5.204387137260429e-05	0.07445421988425288	0.014270971216875952	91.83339668072365	0.15278177507354854	0.10225437682903932	`xtol` termination condition is satisfied.	"[2.66693603e-04 2.63189676e+01 1.56056219e-02 1.25371994e-02
 2.05648381e-01 5.20438714e-05 7.44542199e-02 1.42709712e-02
 9.18333967e+01 1.52781775e-01 1.02254377e-01]"	"[9.57774018e-04 2.79872782e+02 1.43320727e-01 7.90117537e-04
 2.57670584e-04 1.15055993e-04 8.16756299e-02 1.24696695e-02
 2.86064432e-01 1.21202649e-01 8.30855052e-03]"
